ticket_id,customer_id,order_id,timestamp,support_channel,customer_region,customer_age_band,preferred_language,customer_tenure_months,product_category,order_value,delivery_delay_days,previous_ticket_count,issue_title,issue_description,issue_category,priority,customer_sentiment,attachment_available,image_id,escalated,resolution_time_hours,refund_requested,refund_amount,csat_score,accessibility_support_flag,resolution_status_after_7d,final_agent_disposition
TKT000000773,CUST0154410,ORD00001773,2025-10-30T14:23,email,East Midlands,25-34,English,13,fashion,96.44,2,3,Delivery delayed,"Hello, my order is late. It is around 2 days beyond the expected delivery date. Thanks. thx",delivery_late,medium,negative,0,,0,18.42,0,0.0,3.2,0,resolved_within_7d,resolved_standard
TKT000000774,CUST0023722,ORD00001774,2025-01-17T07:11,mobile_app,London,45-54,Urdu,32,electronics,270.04,1,0,Where is my refund?,can someone check this? i still have not received my refund. the order value is about gbp 270.04. thank you. sent from mobile,refund_status,medium,negative,1,,0,17.18,1,169.74,2.9,0,resolved_within_7d,refund_or_return_completed
TKT000000775,CUST0182488,ORD00001775,2025-05-05T16:09,web_chat,London,55-64,English,65,electronics,197.99,1,1,Refund pending,Can someone check this? the refund is showing as pending. The order value is about GBP 197.99. Thanks. thx,refund_status,high,negative,0,,1,26.79,1,140.51,2.2,0,resolved_within_7d,specialist_escalation
TKT000000776,CUST0133960,ORD00001776,2025-04-02T20:21,mobile_app,East Midlands,45-54,English,10,grocery,42.65,5,1,Order still not here,I need assistance because the delivery date has passed. It is around 5 days beyond the expected delivery date. Please advise. pls,delivery_late,medium,negative,0,,0,18.6,0,0.0,3.8,0,resolved_within_7d,resolved_standard
TKT000000777,CUST0146393,ORD00001777,2025-01-30T05:29,phone,South East,35-44,English,29,sports,148.05,7,1,Order still not here,"Support team, I have been waiting for the parcel. It is around 7 days beyond the expected delivery date. Please get back to me. sent from mobile",delivery_late,medium,negative,0,,0,22.52,0,0.0,3.2,0,resolved_within_7d,resolved_standard
TKT000000778,CUST0195661,ORD00001778,2025-08-12T14:47,web_chat,East Midlands,65+,English,47,electronics,591.7,0,3,Product is broken,"Support team, the product is damaged. The order value is about GBP 591.70. Thank you. pls",damaged_item,urgent,negative,0,,1,38.69,0,0.0,2.0,0,resolved_within_7d,specialist_escalation
TKT000000779,CUST0107846,ORD00001779,2025-12-01T00:43,web_chat,West Midlands,18-24,Romanian,2,fashion,186.92,10,2,Delivery delayed,Can someone check this? my order is late. It is around 10 days beyond the expected delivery date. Thank you. thx,delivery_late,medium,neutral,0,,0,22.77,0,0.0,3.5,0,resolved_within_7d,resolved_standard
TKT000000780,CUST0061138,ORD00001780,2025-12-06T20:47,email,South East,45-54,English,9,fashion,74.38,1,3,Refund has not arrived,"Hello, I still have not received my refund. The order value is about GBP 74.38. Thank you. thx",refund_status,high,positive,0,,0,29.89,0,0.0,3.2,0,resolved_within_7d,resolved_standard
TKT000000781,CUST0033759,ORD00001781,2025-06-05T16:58,web_chat,London,35-44,English,38,appliances,125.41,2,5,Return request,"Hello, I would like to return the item. The order value is about GBP 125.41. Thanks. #help",return_request,medium,positive,1,,1,25.75,0,0.0,3.4,0,resolved_within_7d,specialist_escalation
TKT000000782,CUST0018968,ORD00001782,2025-07-14T21:56,email,South East,65+,English,20,sports,45.37,2,1,Need product information,Can someone check this? please clarify the product details. I need this resolved soon. thx,product_question,medium,negative,0,,0,19.73,0,0.0,3.1,0,resolved_within_7d,resolved_standard
TKT000000783,CUST0158338,ORD00001783,2025-12-22T21:11,web_chat,London,45-54,English,21,fashion,201.59,10,3,Order still not here,Can someone check this? the delivery date has passed. It is around 10 days beyond the expected delivery date. Can you confirm the next step?,delivery_late,high,negative,0,,1,31.35,0,0.0,2.3,0,resolved_within_7d,specialist_escalation
TKT000000784,CUST0081682,ORD00001784,2025-04-29T10:00,mobile_app,Scotland,45-54,English,26,fashion,161.53,2,0,I want to return this,"Hi, I want to start a return. The order value is about GBP 161.53. Please advise. ...",return_request,medium,positive,1,,0,22.46,0,0.0,,0,resolved_within_7d,resolved_standard
TKT000000785,CUST0091387,ORD00001785,2025-05-22T11:52,web_chat,South East,25-34,English,43,beauty,91.86,2,2,Item arrived damaged,Can someone check this? there is visible damage. The order value is about GBP 91.86. Please advise. #help,damaged_item,medium,negative,1,,1,29.4,0,0.0,2.8,0,resolved_within_7d,specialist_escalation
TKT000000786,CUST0194147,ORD00001786,2025-07-14T22:38,web_chat,South East,35-44,English,51,sports,54.56,1,3,Damage on arrival,Please help - the product is damaged. The order value is about GBP 54.56. Thanks. sent from mobile,damaged_item,medium,negative,1,,1,29.53,0,0.0,3.5,0,resolved_within_7d,specialist_escalation
TKT000000787,CUST0124217,ORD00001787,2025-11-01T19:47,web_chat,South East,35-44,English,13,electronics,129.3,0,4,Refund pending,Please help - I still have not received my refund. The order value is about GBP 129.30. I need this resolved soon. pls,refund_status,medium,negative,0,,0,22.48,1,74.23,,0,resolved_within_7d,refund_or_return_completed
TKT000000788,CUST0166550,ORD00001788,2025-12-01T21:18,email,London,65+,English,5,beauty,254.35,1,1,Login not working,I need assistance because the login keeps failing. Please get back to me. thx,account_access,high,positive,0,,1,19.68,0,0.0,3.1,0,resolved_within_7d,specialist_escalation
TKT000000789,CUST0009728,ORD00001789,2025-10-23T09:41,email,London,35-44,English,6,toys,93.83,0,1,Payment problem,I need assistance because checkout did not complete properly. Thank you. sent from mobile,payment_issue,medium,neutral,0,,0,22.99,0,0.0,3.4,0,resolved_within_7d,resolved_standard
TKT000000790,CUST0143028,ORD00001790,2025-08-30T06:29,email,South West,25-34,English,27,appliances,73.95,9,0,Order still not here,Can someone check this? my order is late. It is around 9 days beyond the expected delivery date. Thank you. ASAP,delivery_late,low,neutral,0,,0,24.25,0,0.0,3.0,0,resolved_within_7d,resolved_standard
TKT000000791,CUST0105479,ORD00001791,2025-08-21T15:03,email,South East,25-34,English,47,electronics,210.78,0,3,I want to return this,i need assistance because is this still within the return window. the order value is about gbp 210.78. please get back to me. pls,return_request,high,negative,1,,1,22.99,1,123.35,2.9,0,resolved_within_7d,specialist_escalation
TKT000000792,CUST0131705,ORD00001792,2025-03-03T04:29,mobile_app,London,35-44,English,20,home,16.92,1,0,Refund pending,"Hi, the refund is showing as pending. The order value is about GBP 16.92. Thanks. !!!",refund_status,medium,positive,0,,0,16.59,0,0.0,4.2,0,resolved_within_7d,resolved_standard
TKT000000793,CUST0084246,ORD00001793,2025-04-27T02:25,email,London,25-34,English,9,appliances,184.89,0,4,Card charged incorrectly,I need assistance because my payment failed but I see a charge. Please advise.,payment_issue,medium,negative,0,,1,27.3,0,0.0,2.6,0,resolved_within_7d,specialist_escalation
TKT000000794,CUST0098043,ORD00001794,2025-05-25T09:01,web_chat,West Midlands,18-24,English,32,fashion,58.56,4,3,Delivery delayed,I need assistance because I have been waiting for the parcel. It is around 4 days beyond the expected delivery date. Thanks. !!!,delivery_late,medium,positive,0,,0,20.87,0,0.0,3.5,0,resolved_within_7d,resolved_standard
TKT000000795,CUST0088595,ORD00001795,2025-05-19T05:22,email,South East,25-34,Urdu,49,sports,200.81,2,2,Order still not here,"Hello, I have been waiting for the parcel. It is around 2 days beyond the expected delivery date. Can you confirm the next step? sent from mobile",delivery_late,high,positive,0,,0,16.7,0,0.0,4.4,0,resolved_within_7d,resolved_standard
TKT000000796,CUST0140163,ORD00001796,2025-05-28T17:55,mobile_app,North West,45-54,English,30,grocery,40.51,2,1,Product is broken,"Hello, the box was crushed and the item is broken. The order value is about GBP 40.51. Thank you. !!!",damaged_item,medium,neutral,1,,0,22.28,1,27.5,3.8,0,resolved_within_7d,refund_or_return_completed
TKT000000797,CUST0017959,ORD00001797,2025-02-13T05:47,mobile_app,South West,45-54,English,27,electronics,68.42,2,2,Can I send this back?,"Hi, is this still within the return window. The order value is about GBP 68.42. Please get back to me. sent from mobile",return_request,medium,negative,0,,0,15.23,0,0.0,3.0,0,resolved_within_7d,resolved_standard
TKT000000798,CUST0036717,ORD00001798,2025-03-29T06:41,mobile_app,Scotland,45-54,English,48,electronics,281.36,3,2,This is not what I ordered,Can someone check this? I received the wrong colour or model. The order value is about GBP 281.36. I need this resolved soon. pls,wrong_item,high,negative,0,,1,29.0,0,0.0,2.3,1,resolved_within_7d,specialist_escalation
TKT000000799,CUST0097209,ORD00001799,2025-07-19T12:28,email,Yorkshire,65+,English,37,beauty,161.53,1,3,Account access problem,I need assistance because the login keeps failing. Please get back to me. !!!,account_access,medium,positive,0,,1,16.47,0,0.0,3.6,0,resolved_within_7d,specialist_escalation
TKT000000800,CUST0194678,ORD00001800,2025-04-15T16:34,web_chat,Scotland,18-24,English,21,fashion,153.61,0,2,Refund has not arrived,"Support team, I returned the item but no refund is visible. The order value is about GBP 153.61. Please advise.",refund_status,low,neutral,0,,0,15.13,1,132.86,4.0,0,resolved_within_7d,refund_or_return_completed
TKT000000801,CUST0157830,ORD00001801,2025-03-01T19:31,phone,North West,25-34,English,18,fashion,132.8,1,1,Need product information,"Hello, please clarify the product details. I need this resolved soon. ASAP",product_question,medium,positive,0,,0,13.36,0,0.0,4.2,0,resolved_within_7d,resolved_standard
TKT000000802,CUST0143379,ORD00001802,2025-02-14T01:14,web_chat,London,55-64,English,26,grocery,31.32,2,1,Product is broken,"Hi, the product is damaged. The order value is about GBP 31.32. Thank you. ASAP",damaged_item,low,negative,1,,1,34.64,0,0.0,1.7,0,resolved_within_7d,specialist_escalation
TKT000000803,CUST0166421,ORD00001803,2025-01-10T22:13,web_chat,Scotland,35-44,English,12,beauty,111.86,7,0,Order still not here,Please help - the delivery date has passed. It is around 7 days beyond the expected delivery date. Can you confirm the next step? ...,delivery_late,medium,neutral,0,,0,18.48,0,0.0,3.4,0,resolved_within_7d,resolved_standard
TKT000000804,CUST0190200,ORD00001804,2025-05-26T17:18,email,East Midlands,18-24,English,60,grocery,87.7,1,1,Is this covered by warranty?,I need assistance because I need help with the warranty. Thank you. !!!,warranty,medium,positive,0,,1,30.55,0,0.0,2.8,0,resolved_within_7d,specialist_escalation
TKT000000805,CUST0148086,ORD00001805,2025-04-27T12:21,web_chat,London,35-44,English,28,beauty,102.24,1,1,This is not what I ordered,I need assistance because the item in the box is not what I ordered. The order value is about GBP 102.24. Please get back to me.,wrong_item,medium,neutral,1,,0,17.15,0,0.0,4.2,0,resolved_within_7d,resolved_standard
TKT000000806,CUST0028539,ORD00001806,2025-11-04T11:32,web_chat,East Midlands,18-24,English,46,electronics,733.07,3,0,Order still not here,Please help - I have been waiting for the parcel. It is around 3 days beyond the expected delivery date. Thank you. sent from mobile,delivery_late,high,negative,0,,0,16.76,0,0.0,3.4,0,resolved_within_7d,resolved_standard
TKT000000807,CUST0181898,ORD00001807,2025-11-19T07:16,email,South East,35-44,English,9,toys,15.6,1,2,Warranty help,Please help - I need help with the warranty. Thank you. ...,warranty,medium,neutral,0,,0,26.69,0,0.0,3.6,0,resolved_within_7d,resolved_standard
TKT000000808,CUST0110189,ORD00001808,2025-10-04T03:49,web_chat,Yorkshire,25-34,English,64,home,208.05,6,0,Order still not here,Can someone check this? I have been waiting for the parcel. It is around 6 days beyond the expected delivery date. Can you confirm the next step? pls,delivery_late,medium,positive,0,,0,18.33,0,0.0,,0,resolved_within_7d,resolved_standard
TKT000000809,CUST0067570,ORD00001809,2025-10-21T11:19,web_chat,Yorkshire,55-64,English,49,fashion,66.76,0,1,Can I send this back?,Please help - please tell me how to send this back. The order value is about GBP 66.76. Can you confirm the next step? !!!,return_request,low,negative,1,,0,14.98,0,0.0,3.8,0,resolved_within_7d,resolved_standard
TKT000000810,CUST0144506,ORD00001810,2025-01-16T21:12,mobile_app,West Midlands,25-34,English,43,appliances,86.75,6,2,Delivery delayed,Can someone check this? the delivery date has passed. It is around 6 days beyond the expected delivery date. Can you confirm the next step? sent from mobile,delivery_late,high,negative,0,,1,25.4,0,0.0,2.8,0,resolved_within_7d,specialist_escalation
TKT000000811,CUST0052164,ORD00001811,2025-04-07T08:52,web_chat,Yorkshire,45-54,English,38,home,27.49,3,2,Login not working,I need assistance because I am locked out. Thank you.,account_access,medium,negative,0,,0,12.59,0,0.0,4.1,0,resolved_within_7d,resolved_standard
TKT000000812,CUST0011532,ORD00001812,2025-12-19T05:01,web_chat,West Midlands,65+,English,22,fashion,64.42,0,2,Damage on arrival,I need assistance because the product is damaged. The order value is about GBP 64.42. Thanks. !!!,damaged_item,medium,neutral,0,,0,25.85,1,55.35,2.9,0,resolved_within_7d,refund_or_return_completed
TKT000000813,CUST0012145,ORD00001813,2025-01-11T15:38,email,London,18-24,English,46,grocery,58.08,0,2,Warranty help,"Support team, is this fault covered. Please advise. !!!",warranty,medium,negative,0,,1,28.9,0,0.0,2.6,0,resolved_within_7d,specialist_escalation
TKT000000814,CUST0183570,ORD00001814,2025-07-13T07:58,web_chat,London,55-64,English,19,electronics,69.23,2,4,Payment problem,Can someone check this? my payment failed but I see a charge. Can you confirm the next step?,payment_issue,medium,negative,0,,0,34.1,0,0.0,2.3,0,resolved_within_7d,resolved_standard
TKT000000815,CUST0112743,ORD00001815,2025-04-03T21:36,phone,North West,35-44,English,17,electronics,193.24,6,2,Where is my parcel?,"Support team, my order is late. It is around 6 days beyond the expected delivery date. Thanks. thx",delivery_late,high,neutral,0,,1,36.37,0,0.0,2.6,0,resolved_within_7d,specialist_escalation
TKT000000816,CUST0181613,ORD00001816,2025-03-26T18:59,web_chat,South East,35-44,English,52,sports,55.63,1,2,Need product information,Please help - please clarify the product details. Thanks. sent from mobile,product_question,high,negative,0,,0,8.22,0,0.0,3.9,0,resolved_within_7d,resolved_standard
TKT000000817,CUST0182072,ORD00001817,2025-09-26T10:55,mobile_app,London,45-54,English,11,fashion,61.6,0,0,Incorrect product received,I need assistance because I received the wrong colour or model. The order value is about GBP 61.60. I need this resolved soon. thx,wrong_item,medium,neutral,0,,0,18.21,1,52.88,4.0,0,resolved_within_7d,refund_or_return_completed
TKT000000818,CUST0115345,ORD00001818,2025-01-20T02:22,phone,South West,55-64,English,64,fashion,50.28,1,2,Account access problem,I need assistance because I cannot access my account. Please get back to me. ...,account_access,medium,negative,0,,0,8.34,0,0.0,4.0,0,resolved_within_7d,resolved_standard
TKT000000819,CUST0030276,ORD00001819,2025-05-28T07:36,web_chat,East Midlands,45-54,Punjabi,40,toys,78.12,0,2,Item arrived damaged,"Support team, the product is damaged. The order value is about GBP 78.12. Thank you. ASAP",damaged_item,medium,negative,1,,1,25.86,1,67.79,2.4,0,resolved_within_7d,specialist_escalation
TKT000000820,CUST0071798,ORD00001820,2025-02-08T09:02,mobile_app,London,25-34,English,22,appliances,160.65,0,2,This is not what I ordered,"Hi, this is the incorrect item. The order value is about GBP 160.65. Thanks.",wrong_item,medium,neutral,0,,0,19.51,1,139.4,4.5,0,resolved_within_7d,refund_or_return_completed
TKT000000821,CUST0127064,ORD00001821,2025-05-03T08:50,phone,Yorkshire,25-34,English,30,electronics,121.87,3,1,Can I send this back?,"Support team, please tell me how to send this back. The order value is about GBP 121.87. Please advise. sent from mobile",return_request,high,neutral,1,,0,21.1,1,108.86,3.6,0,resolved_within_7d,refund_or_return_completed
TKT000000822,CUST0024977,ORD00001822,2025-03-13T22:52,email,South East,65+,English,63,grocery,23.76,1,5,Incorrect product received,"Hi, this is the incorrect item. The order value is about GBP 23.76. I need this resolved soon. ...",wrong_item,medium,negative,0,,1,28.66,0,0.0,2.5,0,resolved_within_7d,specialist_escalation
TKT000000823,CUST0098251,ORD00001823,2025-03-18T12:57,web_chat,Scotland,65+,English,59,fashion,125.07,2,2,I want to return this,Please help - is this still within the return window. The order value is about GBP 125.07. Thank you. ...,return_request,medium,positive,1,,0,15.87,1,103.11,3.8,0,resolved_within_7d,refund_or_return_completed
TKT000000824,CUST0179277,ORD00001824,2025-04-18T04:56,email,London,25-34,English,5,fashion,241.17,6,0,Order still not here,I need assistance because the delivery date has passed. It is around 6 days beyond the expected delivery date. Can you confirm the next step? sent from mobile,delivery_late,low,negative,0,,1,24.78,0,0.0,2.6,0,resolved_within_7d,specialist_escalation
TKT000000825,CUST0124861,ORD00001825,2025-03-02T11:16,mobile_app,Yorkshire,35-44,Urdu,28,toys,234.76,4,1,Cannot sign in,Please help - I am locked out. I need this resolved soon. sent from mobile,account_access,medium,negative,0,,1,17.68,0,0.0,3.2,0,resolved_within_7d,specialist_escalation
TKT000000826,CUST0146995,ORD00001826,2025-01-12T11:34,mobile_app,North West,25-34,Punjabi,2,grocery,49.74,4,2,Refund has not arrived,I need assistance because I still have not received my refund. The order value is about GBP 49.74. I need this resolved soon.,refund_status,medium,negative,0,,1,26.77,1,32.73,2.2,0,resolved_within_7d,specialist_escalation
TKT000000827,CUST0164079,ORD00001827,2025-06-09T11:45,email,East Midlands,25-34,English,18,fashion,27.75,8,1,Where is my parcel?,Please help - the delivery date has passed. It is around 8 days beyond the expected delivery date. Please advise. sent from mobile,delivery_late,medium,negative,0,,0,24.66,0,0.0,3.1,0,resolved_within_7d,resolved_standard
TKT000000828,CUST0161363,ORD00001828,2025-07-22T19:25,mobile_app,South West,35-44,English,34,grocery,108.23,2,2,Delivery delayed,"Hi, I have been waiting for the parcel. It is around 2 days beyond the expected delivery date. Please advise. !!!",delivery_late,medium,neutral,0,,0,16.61,1,63.81,3.4,0,resolved_within_7d,refund_or_return_completed
TKT000000829,CUST0082062,ORD00001829,2025-07-25T20:33,email,North West,35-44,Welsh,36,electronics,103.35,1,3,Refund pending,Can someone check this? I still have not received my refund. The order value is about GBP 103.35. I need this resolved soon.,refund_status,medium,negative,0,,1,25.01,0,0.0,2.8,0,resolved_within_7d,specialist_escalation
TKT000000830,CUST0191745,ORD00001830,2025-02-08T00:04,mobile_app,London,45-54,English,37,home,127.81,1,1,Question before using item,"Support team, please clarify the product details. Please advise.",product_question,medium,neutral,0,,0,14.6,0,0.0,3.8,0,resolved_within_7d,resolved_standard
TKT000000831,CUST0011155,ORD00001831,2025-01-15T06:20,web_chat,London,35-44,English,73,home,144.96,1,3,Warranty claim question,"Hello, is this fault covered. Can you confirm the next step? ...",warranty,medium,negative,0,,0,29.82,0,0.0,3.2,0,resolved_within_7d,resolved_standard
TKT000000832,CUST0175199,ORD00001832,2025-03-15T22:20,web_chat,London,65+,English,49,electronics,225.2,0,2,This is not what I ordered,"Hi, this is the incorrect item. The order value is about GBP 225.20. Thank you. #help",wrong_item,medium,positive,0,,1,25.03,0,0.0,2.7,0,resolved_within_7d,specialist_escalation
TKT000000833,CUST0081240,ORD00001833,2025-11-26T17:58,email,West Midlands,25-34,English,37,sports,43.9,0,0,Product is broken,I need assistance because the box was crushed and the item is broken. The order value is about GBP 43.90. Thanks. pls,damaged_item,medium,negative,0,,0,19.99,0,0.0,3.5,0,resolved_within_7d,resolved_standard
TKT000000834,CUST0033003,ORD00001834,2025-06-08T00:33,web_chat,West Midlands,35-44,English,9,fashion,115.36,7,2,Where is my parcel?,"Hi, tracking has not moved. It is around 7 days beyond the expected delivery date. Please get back to me. thx",delivery_late,medium,neutral,0,,0,22.9,0,0.0,3.4,0,resolved_within_7d,resolved_standard
TKT000000835,CUST0163280,ORD00001835,2025-03-16T15:48,email,South West,65+,English,8,beauty,54.87,2,2,I want to return this,Please help - is this still within the return window. The order value is about GBP 54.87. Please advise. sent from mobile,return_request,medium,positive,0,,0,17.08,0,0.0,4.0,0,resolved_within_7d,resolved_standard
TKT000000836,CUST0121289,ORD00001836,2025-09-02T12:53,web_chat,West Midlands,35-44,English,20,electronics,103.25,1,3,Damage on arrival,Please help - the box was crushed and the item is broken. The order value is about GBP 103.25. I need this resolved soon. ...,damaged_item,medium,negative,0,,0,27.89,1,77.37,2.9,0,resolved_within_7d,refund_or_return_completed
TKT000000837,CUST0076873,ORD00001837,2025-10-21T17:48,email,Northern Ireland,35-44,English,16,fashion,244.88,0,2,Account access problem,"Hello, I am locked out. Can you confirm the next step? ...",account_access,medium,neutral,0,,0,7.36,0,0.0,4.7,0,resolved_within_7d,resolved_standard
TKT000000838,CUST0149624,ORD00001838,2025-03-04T19:24,phone,East Midlands,55-64,English,35,home,130.29,17,0,Tracking stopped,Can someone check this? the courier says the parcel cannot be found. It is around 17 days beyond the expected delivery date. Can you confirm the next step? ASAP,lost_parcel,low,negative,0,,0,45.57,1,86.05,2.2,0,resolved_within_7d,refund_or_return_completed
TKT000000839,CUST0127508,ORD00001839,2025-06-16T13:03,email,London,35-44,English,32,appliances,201.89,4,3,Incorrect product received,"Support team, the item in the box is not what I ordered. The order value is about GBP 201.89. Thank you. pls",wrong_item,high,negative,1,,1,30.25,1,137.07,2.8,0,resolved_within_7d,specialist_escalation
TKT000000840,CUST0115030,ORD00001840,2025-08-19T10:22,phone,West Midlands,18-24,English,33,sports,117.61,1,3,Item arrived damaged,Please help - there is visible damage. The order value is about GBP 117.61. Can you confirm the next step?,damaged_item,medium,neutral,1,,0,29.18,0,0.0,4.4,0,resolved_within_7d,resolved_standard
TKT000000841,CUST0156637,ORD00001841,2025-01-28T15:57,mobile_app,West Midlands,35-44,English,59,electronics,286.6,0,2,Can I send this back?,Please help - I want to start a return. The order value is about GBP 286.60. Can you confirm the next step? thx,return_request,medium,negative,1,,1,26.38,1,195.27,2.9,0,resolved_within_7d,specialist_escalation
TKT000000842,CUST0111581,ORD00001842,2025-10-23T15:13,email,London,25-34,English,33,toys,57.75,1,3,Where is my refund?,I need assistance because the refund is showing as pending. The order value is about GBP 57.75. Thank you. pls,refund_status,low,neutral,0,,0,17.66,1,33.02,3.5,0,resolved_within_7d,refund_or_return_completed
TKT000000843,CUST0160513,ORD00001843,2025-12-19T23:10,web_chat,London,35-44,English,21,toys,8.29,1,2,Product question,"Hello, I have a question about compatibility. Thanks. thx",product_question,low,positive,0,,0,7.85,0,0.0,4.2,0,resolved_within_7d,resolved_standard
TKT000000844,CUST0111737,ORD00001844,2025-07-22T14:29,web_chat,Yorkshire,25-34,English,20,grocery,112.73,1,1,Wrong item delivered,Please help - the item in the box is not what I ordered. The order value is about GBP 112.73. Please get back to me. #help,wrong_item,medium,negative,1,,0,17.81,1,95.25,3.3,0,resolved_within_7d,refund_or_return_completed
TKT000000845,CUST0072974,ORD00001845,2025-08-19T00:03,email,West Midlands,55-64,Punjabi,52,home,63.55,4,0,Delivery delayed,"Hello, my order is late. It is around 4 days beyond the expected delivery date. Please advise. sent from mobile",delivery_late,medium,neutral,0,,1,25.31,0,0.0,,0,resolved_within_7d,specialist_escalation
TKT000000846,CUST0149432,ORD00001846,2025-05-07T23:43,web_chat,London,35-44,English,24,beauty,38.07,3,3,Delivery delayed,"Support team, my order is late. It is around 3 days beyond the expected delivery date. I need this resolved soon. ...",delivery_late,low,neutral,0,,0,23.78,0,0.0,,0,resolved_within_7d,resolved_standard
TKT000000847,CUST0138653,ORD00001847,2025-04-20T00:46,web_chat,West Midlands,18-24,English,14,appliances,130.51,1,2,This is not what I ordered,"Support team, the item in the box is not what I ordered. The order value is about GBP 130.51. Please get back to me. !!!",wrong_item,high,negative,1,,1,27.47,0,0.0,2.3,0,resolved_within_7d,specialist_escalation
TKT000000848,CUST0047401,ORD00001848,2025-05-12T10:37,phone,South West,18-24,English,56,fashion,128.26,2,0,Incorrect product received,Please help - you sent a different product. The order value is about GBP 128.26. Please get back to me. thx,wrong_item,high,negative,1,,0,18.57,0,0.0,,0,resolved_within_7d,resolved_standard
TKT000000849,CUST0070492,ORD00001849,2025-03-17T18:16,web_chat,London,45-54,English,36,sports,169.02,2,3,Account access problem,Can someone check this? the login keeps failing. Thanks.,account_access,medium,negative,0,,0,13.21,0,0.0,3.9,0,resolved_within_7d,resolved_standard
TKT000000850,CUST0063656,ORD00001850,2025-01-31T08:02,email,London,25-34,English,34,grocery,64.2,2,0,Wrong item delivered,"Support team, you sent a different product. The order value is about GBP 64.20. Please get back to me. !!!",wrong_item,low,negative,0,,0,20.24,0,0.0,4.1,0,resolved_within_7d,resolved_standard
TKT000000851,CUST0004933,ORD00001851,2025-07-08T13:12,phone,London,35-44,English,46,beauty,108.59,1,0,Return request,"Hello, I want to start a return. The order value is about GBP 108.59. Please advise. #help",return_request,medium,positive,0,,0,19.43,0,0.0,3.6,0,resolved_within_7d,resolved_standard
TKT000000852,CUST0050181,ORD00001852,2025-05-20T16:18,email,Wales,25-34,English,67,electronics,83.25,1,2,Item arrived damaged,"Hello, the box was crushed and the item is broken. The order value is about GBP 83.25. Please advise. pls",damaged_item,low,negative,0,,0,24.98,1,79.34,2.4,0,resolved_within_7d,refund_or_return_completed
TKT000000853,CUST0067519,ORD00001853,2025-09-05T17:32,email,London,18-24,English,41,sports,119.17,0,0,Wrong item delivered,I need assistance because the item in the box is not what I ordered. The order value is about GBP 119.17. I need this resolved soon. pls,wrong_item,low,neutral,1,,0,24.01,1,116.71,3.1,0,resolved_within_7d,refund_or_return_completed
TKT000000854,CUST0099128,ORD00001854,2025-10-20T19:12,mobile_app,London,25-34,English,56,fashion,127.85,1,0,Refund pending,"Hello, I returned the item but no refund is visible. The order value is about GBP 127.85. Can you confirm the next step? ...",refund_status,medium,positive,0,,1,22.02,1,100.0,3.7,0,resolved_within_7d,specialist_escalation
TKT000000855,CUST0087512,ORD00001855,2025-08-04T20:46,web_chat,Wales,25-34,English,80,grocery,17.59,1,4,Product is broken,"Hi, the box was crushed and the item is broken. The order value is about GBP 17.59. Can you confirm the next step? pls",damaged_item,low,neutral,1,,0,29.76,0,0.0,3.0,0,resolved_within_7d,resolved_standard
TKT000000856,CUST0084109,ORD00001856,2025-02-17T11:30,web_chat,West Midlands,55-64,English,55,home,118.46,0,0,Return request,I need assistance because I would like to return the item. The order value is about GBP 118.46. Thanks.,return_request,low,neutral,1,,0,14.11,0,0.0,3.7,0,resolved_within_7d,resolved_standard
TKT000000857,CUST0063298,ORD00001857,2025-07-13T03:56,email,,25-34,English,173,grocery,106.63,0,1,Warranty claim question,Please help - is this fault covered. Please get back to me. #help,warranty,medium,neutral,0,,0,52.98,0,0.0,2.5,0,resolved_within_7d,resolved_standard
TKT000000858,CUST0003811,ORD00001858,2025-09-25T17:10,web_chat,North West,25-34,English,60,home,107.08,0,3,Incorrect product received,"Hi, this is the incorrect item. The order value is about GBP 107.08. Thank you. ASAP",wrong_item,medium,positive,0,,0,18.13,1,90.16,,0,resolved_within_7d,refund_or_return_completed
TKT000000859,CUST0192406,ORD00001859,2025-05-27T00:26,mobile_app,West Midlands,65+,Punjabi,35,appliances,175.75,2,1,Payment problem,,payment_issue,low,negative,0,,0,22.39,0,0.0,2.6,1,resolved_within_7d,resolved_standard
TKT000000860,CUST0129879,ORD00001860,2025-05-22T00:57,email,South East,65+,English,26,sports,326.22,7,5,Where is my parcel?,Please help - I have been waiting for the parcel. It is around 7 days beyond the expected delivery date. Please advise. sent from mobile,delivery_late,medium,neutral,0,,1,27.11,0,0.0,2.6,0,resolved_within_7d,specialist_escalation
TKT000000861,CUST0094195,ORD00001861,2025-05-26T00:18,mobile_app,Northern Ireland,18-24,English,11,beauty,249.98,2,5,Need product information,"Support team, can you explain a product feature. I need this resolved soon. thx",product_question,low,negative,0,,1,22.23,0,0.0,,0,resolved_within_7d,specialist_escalation
TKT000000862,CUST0032323,ORD00001862,2025-08-01T04:44,email,London,25-34,English,135,sports,111.19,1,3,Product is broken,Can someone check this? the product is damaged. The order value is about GBP 111.19. I need this resolved soon. sent from mobile,damaged_item,medium,negative,0,,1,29.45,1,108.71,2.3,0,resolved_within_7d,specialist_escalation
TKT000000863,CUST0111283,ORD00001863,2025-11-10T11:16,web_chat,West Midlands,35-44,English,19,home,50.01,0,1,Product is broken,Can someone check this? the box was crushed and the item is broken. The order value is about GBP 50.01. Can you confirm the next step? thx,damaged_item,medium,positive,1,,0,23.23,1,43.28,3.1,0,resolved_within_7d,refund_or_return_completed
